date,year,indicator,value,units,source
2021-04-10,2021,U.S. Class I Rail Intermodal Units,290939,Intermodals,Surface Transportation Board (STB)
2021-04-10,2021,U.S. Class I Total Rail Non-Intermodal Carloads,256301,Carloads,Surface Transportation Board (STB)
2021-04-10,2021,U.S. Class I Trailers on a Rail Flat Car,21460,Trailers on rail flat car,Surface Transportation Board (STB)
2021-04-11,2021,Capacity of Containerships Calling at U.S. Ports (in TEUs),2089462,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2021-04-11,2021,Truck Spot Rates in $ per Mile by Truck Type,2.263,Dollars per mile,DAT Freight and Analytics
2021-04-11,2021,Truck Spot Rates in $ per Mile by Truck Type,2.55,Dollars per mile,DAT Freight and Analytics
2021-04-11,2021,Truck Spot Rates in $ per Mile by Truck Type,2.563,Dollars per mile,DAT Freight and Analytics
2021-04-12,2021,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.129,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2021-04-13,2021,Downbound Grain Barge Rates,6.95,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,13.14,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,15.66,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,12.49,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,18.25,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,9.18,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-13,2021,Downbound Grain Barge Rates,26.31,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,23.8,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,24.1,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,27.2,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,22.9,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,12.52,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,12.47,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,25.46,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,27.23,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,21.94,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,21.97,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,16.080750153,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,19.69449589,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,20.702166535,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,15.89,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,10.85,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,20.94,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,20.8,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,32.4,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,33.7,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,27,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Dwell Time at Class I Railroad Terminals,29.7,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,15.626144911,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,25.1,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,16.86,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,21.6,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,22,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,23.5,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Terminal Dwell Time in Hours by Railroad,22.97,Hours,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,20.27,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,25.3,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,23.27,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,24.4,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,25.95,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,24.2,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Average Train Speed in MPH by Railroad,25,MPH,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,24406,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,33211,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,163844,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,281338,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,246702,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,40004,Count,Surface Transportation Board (STB)
2021-04-17,2021,Rail Cars Online,190792,Count,Surface Transportation Board (STB)
2021-04-17,2021,U.S. Class I Containers on Rail Flat Cars,284073,Containers on rail flat cars,Surface Transportation Board (STB)
2021-04-17,2021,U.S. Class I Rail Intermodal Units,306705,Intermodals,Surface Transportation Board (STB)
2021-04-17,2021,U.S. Class I Total Rail Non-Intermodal Carloads,261596,Carloads,Surface Transportation Board (STB)
2021-04-17,2021,U.S. Class I Trailers on a Rail Flat Car,22632,Trailers on rail flat car,Surface Transportation Board (STB)
2021-04-18,2021,Capacity of Containerships Calling at U.S. Ports (in TEUs),1852837,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2021-04-18,2021,Truck Spot Rates in $ per Mile by Truck Type,2.236,Dollars per mile,DAT Freight and Analytics
2021-04-18,2021,Truck Spot Rates in $ per Mile by Truck Type,2.586,Dollars per mile,DAT Freight and Analytics
2021-04-18,2021,Truck Spot Rates in $ per Mile by Truck Type,2.557,Dollars per mile,DAT Freight and Analytics
2021-04-19,2021,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.124,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2021-04-20,2021,Downbound Grain Barge Rates,6.91,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,12.9,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,16.01,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,12.27,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,18.62,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,9.48,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-20,2021,Downbound Grain Barge Rates,26.8,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,20.6,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,21.8,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,36.3,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,21.6,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,13.14,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,10.15,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,30.87,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,23.51,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,22.84,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,24.29,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,12.780622278,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,20.839963408,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,22.034299174,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,14.54,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,10.04,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,21.96,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,21.8,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,37.1,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,29,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,28.5,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Dwell Time at Class I Railroad Terminals,30.6,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,15.255313448,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,24.6,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,16.91,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,21.76,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,22.7,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,23.3,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Terminal Dwell Time in Hours by Railroad,23.18,Hours,Surface Transportation Board (STB)
2021-04-24,2021,Average Train Speed in MPH by Railroad,20.85,MPH,Surface Transportation Board (STB)
2021-04-24,2021,Average Train Speed in MPH by Railroad,25.4,MPH,Surface Transportation Board (STB)
2021-04-24,2021,Average Train Speed in MPH by Railroad,23.03,MPH,Surface Transportation Board (STB)
2021-04-24,2021,Average Train Speed in MPH by Railroad,23.3,MPH,Surface Transportation Board (STB)
2021-04-24,2021,Average Train Speed in MPH by Railroad,26.57,MPH,Surface Transportation Board (STB)
